antenna_nr0	-5.701620348899328e-11	1.6802481296673995e-12	-8.515408847366825e-16	-0.0034319693948970573	6.570794497038447e-06	-1.0882028354321503e-09	3.201604135311024e-06	-6.22323031847753e-09	-9.579147575561802e-14	
antenna_nr1	-3.98385451628983e-11	1.624133391567066e-12	-8.09466427450425e-16	-0.005298107224542025	1.1780543836518481e-05	-4.769566115754221e-09	6.889191468539664e-06	-1.7648976992023306e-08	8.316443205986229e-12	
antenna_nr2	-6.434168353449895e-11	1.6773674841942415e-12	-8.463072600661548e-16	-0.008118820188130038	1.783181735815911e-05	-8.250332901137754e-09	6.89514075229627e-06	-1.9716767465060156e-08	1.0116378407572014e-11	
antenna_nr3	-1.0953313399442512e-10	1.7420846846331466e-12	-8.741996736767839e-16	-0.01353464199445361	2.787880625660627e-05	-1.3608071353910628e-08	1.594268119824098e-05	-4.0228433883511517e-08	2.1857706150446424e-11	
antenna_nr4	-2.590553204066335e-10	2.0047188015580117e-12	-1.0168825941195454e-15	-0.014838741022573577	2.553918985497335e-05	-1.0600354970760978e-08	1.3349737152116197e-05	-2.6025658597836666e-08	9.860809336781832e-12	
antenna_nr5	7.412898327146917e-12	4.2479260593620647e-13	7.155290773549728e-17	-0.05675985198588017	0.00011743209355797472	-6.695884836442088e-08	5.023621828099504e-05	-1.1367504867428094e-07	6.038990283297364e-11	
antenna_nr0	-3.1885468698957815e-11	1.6177213228533375e-12	-8.097213636087798e-16	-0.0033600926977944484	6.837353732642028e-06	-1.541373865596762e-09	2.880578495699641e-06	-6.378237759668604e-09	6.547198727485438e-13	
antenna_nr1	-2.895646039277045e-11	1.600015613465997e-12	-7.921256486324586e-16	-0.004742145398677749	1.0469613008305434e-05	-4.043609901815988e-09	5.7987058409037825e-06	-1.4747618596653702e-08	6.5464547005955875e-12	
antenna_nr2	-7.680782614292415e-11	1.7060917510801852e-12	-8.556621385438363e-16	-0.005705415770005966	1.1716518923383604e-05	-4.511530714197176e-09	2.912981395004373e-06	-9.382916329576586e-09	3.842866745150618e-12	
antenna_nr3	-1.298549277389696e-10	1.8010840752855194e-12	-9.091993930120602e-16	-0.010175920880660097	1.8882680372434386e-05	-7.668635571716477e-09	9.446449563349832e-06	-2.2274152892345594e-08	9.853199776577658e-12	
antenna_nr4	-2.44849888436372e-10	1.964459931066775e-12	-9.812436417086584e-16	-0.010858473681293015	1.5402144313730663e-05	-4.208762768620924e-09	7.025210356101227e-06	-1.0117509692949957e-08	1.0040671864615718e-13	
antenna_nr5	-9.080051344999785e-11	6.703576900184096e-13	-7.014548521707548e-17	-0.019365746576303116	2.251757357788478e-05	-8.03952446422614e-09	-2.4788172313717708e-05	6.550538198101747e-08	-4.2012770691296896e-11	
antenna_nr0	2.8072103335019624e-11	1.456763897222584e-12	-7.014654603227472e-16	-0.0035006582996587447	7.600690836018623e-06	-2.303167743964633e-09	4.6013350002147205e-06	-1.13071975154807e-08	4.147593399402427e-12	
antenna_nr1	6.726333177662638e-11	1.3512104371869577e-12	-6.325988959682739e-16	-0.004507284763512894	9.882953331537704e-06	-3.623775203522336e-09	6.889467296993636e-06	-1.7086258165453746e-08	7.58309424841043e-12	
antenna_nr2	3.9067881426175335e-11	1.4057802832473884e-12	-6.640605328482303e-16	-0.005076825201500433	1.0204541888379142e-05	-3.4985423300973025e-09	1.1610384627784181e-06	-4.797162813710023e-09	5.872149269753886e-13	
antenna_nr3	-1.0696775522831323e-11	1.4863513627688276e-12	-7.035103240762303e-16	-0.008555792388248332	1.542733221832456e-05	-5.8196394497769e-09	2.1113883742294055e-06	-5.400435809437896e-09	1.5914277733507155e-13	
antenna_nr4	-1.0162841048526453e-10	1.5919641303496115e-12	-7.393363368603247e-16	-0.010185033260621106	1.444809694688524e-05	-4.04261573680581e-09	1.195489002528774e-06	2.6769699905748056e-09	-6.690522176533289e-12	
antenna_nr5	-2.4593117733610163e-10	1.1001872633187392e-12	-3.6481029568134646e-16	-0.012634540080999075	6.948367636284671e-06	1.1011850877991344e-09	-2.8874926542495148e-05	7.422388007326043e-08	-4.7411467680915895e-11	
antenna0	-6.066842222136739e-11	1.6865928349469551e-12	-8.498012761007625e-16	-0.004756124595744666	1.0613065010909809e-05	-4.081250667002103e-09	5.566991261542811e-06	-1.3519844181446568e-08	5.372786891379258e-12	
antenna1	-5.475670511479919e-11	1.6638906423539999e-12	-8.316854026631966e-16	-0.00542910765247848	1.219508325998193e-05	-5.077332983576257e-09	5.7891543641275865e-06	-1.4401576591123797e-08	6.002816575736513e-12	
antenna2	-7.23583506434219e-11	1.6924837877922141e-12	-8.47209710952031e-16	-0.00800510244026113	1.7643214995959953e-05	-8.210357497271285e-09	5.249576531702048e-06	-1.5209221171953206e-08	7.2123950451245246e-12	
antenna3	-1.2978841908586122e-10	1.7932563876125651e-12	-9.002094218639067e-16	-0.013536353259117442	2.7927399440194034e-05	-1.3629463177366224e-08	1.4785837767114609e-05	-3.7072045680112936e-08	1.98180807890557e-11	
antenna4	-2.671766537634697e-10	2.0162816932809667e-12	-1.0104790260241866e-15	-0.015782484610799598	2.8540770538690465e-05	-1.285373970377647e-08	1.5560198966531002e-05	-3.326482530266723e-08	1.5581543435144916e-11	
antenna5	-7.132465269221908e-11	6.367476044736048e-13	-6.196834005344654e-17	-0.056248157749493634	0.00011911276197905401	-7.035504053735056e-08	6.286635068381786e-05	-1.612793644273275e-07	1.0222893971551668e-10	
